"automated_textmining","coexpression","combined_score","database_annotated","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.702","0.129","0.73","0.0","0.0","0.0","0.0","interacts with","IL6 (interacts with) MYC","0.0","9606.ENSP00000385675","9606.ENSP00000478887","0.0","false","interacts with","IL6 (interacts with) MYC"
"0.718","0.127","0.743","0.0","0.0","0.0","0.0","interacts with","IL6 (interacts with) MMP12","0.0","9606.ENSP00000385675","9606.ENSP00000458585","0.0","false","interacts with","IL6 (interacts with) MMP12"
"0.879","0.049","0.956","0.65","0.0","0.0","0.0","interacts with","IL6 (interacts with) LIFR","0.0","9606.ENSP00000385675","9606.ENSP00000398368","0.0","false","interacts with","IL6 (interacts with) LIFR"
"0.663","0.184","0.713","0.0","0.0","0.0","0.0","interacts with","IL7R (interacts with) PRF1","0.0","9606.ENSP00000306157","9606.ENSP00000398568","0.0","false","interacts with","IL7R (interacts with) PRF1"
"0.152","0.089","0.706","0.65","0.0","0.0","0.549","interacts with","ITGA1 (interacts with) VWF","0.0","9606.ENSP00000282588","9606.ENSP00000261405","0.0","false","interacts with","ITGA1 (interacts with) VWF"
"0.206","0.072","0.72","0.65","0.045","0.0","0.0","interacts with","ITGA1 (interacts with) THBS2","0.0","9606.ENSP00000282588","9606.ENSP00000355751","0.0","false","interacts with","ITGA1 (interacts with) THBS2"
"0.275","0.052","0.746","0.65","0.071","0.0","0.0","interacts with","ITGA1 (interacts with) LAMA3","0.0","9606.ENSP00000282588","9606.ENSP00000324532","0.0","false","interacts with","ITGA1 (interacts with) LAMA3"
"0.29","0.065","0.747","0.65","0.0","0.0","0.0","interacts with","ITGA1 (interacts with) SPP1","0.0","9606.ENSP00000282588","9606.ENSP00000378517","0.0","false","interacts with","ITGA1 (interacts with) SPP1"
"0.228","0.13","0.795","0.72","0.0","0.0","0.594","interacts with","ITGA1 (interacts with) ITGA8","0.0","9606.ENSP00000282588","9606.ENSP00000367316","0.0","false","interacts with","ITGA1 (interacts with) ITGA8"
"0.155","0.092","0.708","0.65","0.0","0.0","0.0","interacts with","ITGA8 (interacts with) VWF","0.0","9606.ENSP00000367316","9606.ENSP00000261405","0.0","false","interacts with","ITGA8 (interacts with) VWF"
"0.437","0.054","0.81","0.65","0.1","0.0","0.0","interacts with","ITGA8 (interacts with) LAMA3","0.0","9606.ENSP00000367316","9606.ENSP00000324532","0.0","false","interacts with","ITGA8 (interacts with) LAMA3"
"0.263","0.072","0.743","0.65","0.054","0.0","0.0","interacts with","ITGA8 (interacts with) THBS2","0.0","9606.ENSP00000367316","9606.ENSP00000355751","0.0","false","interacts with","ITGA8 (interacts with) THBS2"
"0.728","0.074","0.904","0.65","0.0","0.0","0.0","interacts with","ITGA8 (interacts with) SPP1","0.0","9606.ENSP00000367316","9606.ENSP00000378517","0.0","false","interacts with","ITGA8 (interacts with) SPP1"
"0.995","0.127","0.999","0.9","0.295","0.0","0.0","interacts with","ITGA8 (interacts with) NPNT","0.0","9606.ENSP00000367316","9606.ENSP00000389252","0.0","false","interacts with","ITGA8 (interacts with) NPNT"
"0.626","0.086","0.814","0.5","0.0","0.0","0.674","interacts with","KCNK3 (interacts with) KCNK5","0.0","9606.ENSP00000306275","9606.ENSP00000352527","0.0","false","interacts with","KCNK3 (interacts with) KCNK5"
"0.943","0.0","0.957","0.0","0.292","0.0","0.0","interacts with","KCNK3 (interacts with) S100A10","0.0","9606.ENSP00000306275","9606.ENSP00000357801","0.0","false","interacts with","KCNK3 (interacts with) S100A10"
"0.571","0.842","0.929","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) MELK","0.0","9606.ENSP00000378356","9606.ENSP00000298048","0.0","false","interacts with","KIF20A (interacts with) MELK"
"0.489","0.673","0.826","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) PCLAF","0.0","9606.ENSP00000378356","9606.ENSP00000300035","0.0","false","interacts with","KIF20A (interacts with) PCLAF"
"0.734","0.865","0.972","0.0","0.292","0.0","0.0","interacts with","KIF20A (interacts with) TPX2","0.0","9606.ENSP00000378356","9606.ENSP00000300403","0.0","false","interacts with","KIF20A (interacts with) TPX2"
"0.728","0.862","0.961","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) UBE2C","0.0","9606.ENSP00000378356","9606.ENSP00000348838","0.0","false","interacts with","KIF20A (interacts with) UBE2C"
"0.665","0.814","0.935","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) RRM2","0.0","9606.ENSP00000378356","9606.ENSP00000353770","0.0","false","interacts with","KIF20A (interacts with) RRM2"
"0.677","0.847","0.948","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) NEK2","0.0","9606.ENSP00000378356","9606.ENSP00000355966","0.0","false","interacts with","KIF20A (interacts with) NEK2"
"0.521","0.846","0.923","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) TTK","0.0","9606.ENSP00000378356","9606.ENSP00000358813","0.0","false","interacts with","KIF20A (interacts with) TTK"
"0.689","0.652","0.887","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) ZWINT","0.0","9606.ENSP00000378356","9606.ENSP00000363055","0.0","false","interacts with","KIF20A (interacts with) ZWINT"
"0.854","0.922","0.992","0.4","0.067","0.0","0.581","interacts with","KIF20A (interacts with) KIF4A","0.0","9606.ENSP00000378356","9606.ENSP00000363524","0.0","false","interacts with","KIF20A (interacts with) KIF4A"
"0.484","0.557","0.764","0.0","0.051","0.0","0.0","interacts with","KIF20A (interacts with) UHRF1","0.0","9606.ENSP00000378356","9606.ENSP00000479617","0.0","false","interacts with","KIF20A (interacts with) UHRF1"
"0.614","0.481","0.791","0.0","0.0","0.0","0.0","interacts with","KIF20A (interacts with) TK1","0.0","9606.ENSP00000378356","9606.ENSP00000468425","0.0","false","interacts with","KIF20A (interacts with) TK1"
"0.645","0.839","0.956","0.0","0.292","0.0","0.0","interacts with","KIF20A (interacts with) NUSAP1","0.0","9606.ENSP00000378356","9606.ENSP00000499238","0.0","false","interacts with","KIF20A (interacts with) NUSAP1"
"0.75","0.866","0.974","0.0","0.292","0.0","0.0","interacts with","KIF20A (interacts with) TOP2A","0.0","9606.ENSP00000378356","9606.ENSP00000411532","0.0","false","interacts with","KIF20A (interacts with) TOP2A"
"0.75","0.863","0.964","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) MELK","0.0","9606.ENSP00000363524","9606.ENSP00000298048","0.0","false","interacts with","KIF4A (interacts with) MELK"
"0.764","0.861","0.965","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) TPX2","0.0","9606.ENSP00000363524","9606.ENSP00000300403","0.0","false","interacts with","KIF4A (interacts with) TPX2"
"0.632","0.746","0.905","0.0","0.07","0.0","0.0","interacts with","KIF4A (interacts with) UBE2C","0.0","9606.ENSP00000363524","9606.ENSP00000348838","0.0","false","interacts with","KIF4A (interacts with) UBE2C"
"0.642","0.804","0.927","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) RRM2","0.0","9606.ENSP00000363524","9606.ENSP00000353770","0.0","false","interacts with","KIF4A (interacts with) RRM2"
"0.611","0.649","0.858","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) NEK2","0.0","9606.ENSP00000363524","9606.ENSP00000355966","0.0","false","interacts with","KIF4A (interacts with) NEK2"
"0.475","0.856","0.921","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) TTK","0.0","9606.ENSP00000363524","9606.ENSP00000358813","0.0","false","interacts with","KIF4A (interacts with) TTK"
"0.43","0.745","0.848","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) ZWINT","0.0","9606.ENSP00000363524","9606.ENSP00000363055","0.0","false","interacts with","KIF4A (interacts with) ZWINT"
"0.436","0.521","0.718","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) TK1","0.0","9606.ENSP00000363524","9606.ENSP00000468425","0.0","false","interacts with","KIF4A (interacts with) TK1"
"0.537","0.825","0.915","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) TOP2A","0.0","9606.ENSP00000363524","9606.ENSP00000411532","0.0","false","interacts with","KIF4A (interacts with) TOP2A"
"0.581","0.826","0.924","0.0","0.0","0.0","0.0","interacts with","KIF4A (interacts with) NUSAP1","0.0","9606.ENSP00000363524","9606.ENSP00000499238","0.0","false","interacts with","KIF4A (interacts with) NUSAP1"
"0.841","0.06","0.918","0.5","0.0","0.0","0.0","interacts with","KISS1R (interacts with) PROK2","0.0","9606.ENSP00000234371","9606.ENSP00000295619","0.0","false","interacts with","KISS1R (interacts with) PROK2"
"0.792","0.0","0.802","0.0","0.089","0.0","0.0","interacts with","KLF1 (interacts with) LDB2","0.0","9606.ENSP00000264834","9606.ENSP00000306772","0.0","false","interacts with","KLF1 (interacts with) LDB2"
"0.901","0.29","0.928","0.0","0.07","0.0","0.0","interacts with","KLF1 (interacts with) TAL1","0.0","9606.ENSP00000264834","9606.ENSP00000294339","0.0","false","interacts with","KLF1 (interacts with) TAL1"
"0.692","0.063","0.779","0.0","0.294","0.0","0.0","interacts with","KLF2 (interacts with) MYC","0.0","9606.ENSP00000248071","9606.ENSP00000478887","0.0","false","interacts with","KLF2 (interacts with) MYC"
"0.786","0.0","0.798","0.0","0.095","0.0","0.0","interacts with","KLF2 (interacts with) SOX2","0.0","9606.ENSP00000248071","9606.ENSP00000323588","0.0","false","interacts with","KLF2 (interacts with) SOX2"
"0.822","0.225","0.856","0.0","0.0","0.0","0.0","interacts with","KLF2 (interacts with) S1PR1","0.0","9606.ENSP00000248071","9606.ENSP00000305416","0.0","false","interacts with","KLF2 (interacts with) S1PR1"
"0.873","0.067","0.878","0.0","0.054","0.0","0.0","interacts with","KLF4 (interacts with) TBX3","0.0","9606.ENSP00000363804","9606.ENSP00000257566","0.0","false","interacts with","KLF4 (interacts with) TBX3"
"0.994","0.0","0.998","0.8","0.095","0.0","0.0","interacts with","KLF4 (interacts with) SOX2","0.0","9606.ENSP00000363804","9606.ENSP00000323588","0.0","false","interacts with","KLF4 (interacts with) SOX2"
"0.942","0.099","0.945","0.0","0.045","0.0","0.0","interacts with","KLF4 (interacts with) MYC","0.0","9606.ENSP00000363804","9606.ENSP00000478887","0.0","false","interacts with","KLF4 (interacts with) MYC"
"0.58","0.787","0.907","0.0","0.0","0.0","0.0","interacts with","KLRD1 (interacts with) NKG7","0.0","9606.ENSP00000338130","9606.ENSP00000221978","0.0","false","interacts with","KLRD1 (interacts with) NKG7"
"0.238","0.767","0.815","0.0","0.0","0.0","0.699","interacts with","KLRD1 (interacts with) KLRF1","0.0","9606.ENSP00000338130","9606.ENSP00000483713","0.0","false","interacts with","KLRD1 (interacts with) KLRF1"
"0.762","0.792","0.951","0.0","0.101","0.0","0.0","interacts with","KLRD1 (interacts with) PRF1","0.0","9606.ENSP00000338130","9606.ENSP00000398568","0.0","false","interacts with","KLRD1 (interacts with) PRF1"
"0.507","0.482","0.734","0.0","0.045","0.0","0.0","interacts with","KLRF1 (interacts with) PRF1","0.0","9606.ENSP00000483713","9606.ENSP00000398568","0.0","false","interacts with","KLRF1 (interacts with) PRF1"
"0.868","0.044","0.868","0.0","0.0","0.0","0.0","interacts with","KRAS (interacts with) MLH1","0.042","9606.ENSP00000256078","9606.ENSP00000231790","0.0","false","interacts with","KRAS (interacts with) MLH1"
"0.506","0.058","0.71","0.4","0.083","0.0","0.0","interacts with","KRAS (interacts with) RUNX3","0.0","9606.ENSP00000256078","9606.ENSP00000382800","0.0","false","interacts with","KRAS (interacts with) RUNX3"
"0.713","0.055","0.718","0.0","0.045","0.0","0.0","interacts with","KRAS (interacts with) PTGS2","0.0","9606.ENSP00000256078","9606.ENSP00000356438","0.0","false","interacts with","KRAS (interacts with) PTGS2"
"0.258","0.0","0.741","0.65","0.084","0.0","0.0","interacts with","KRAS (interacts with) RASAL1","0.0","9606.ENSP00000256078","9606.ENSP00000450244","0.0","false","interacts with","KRAS (interacts with) RASAL1"
"0.747","0.0","0.747","0.0","0.0","0.0","0.0","interacts with","KRAS (interacts with) PAX8","0.0","9606.ENSP00000256078","9606.ENSP00000263334","0.0","false","interacts with","KRAS (interacts with) PAX8"
"0.481","0.074","0.757","0.5","0.11","0.0","0.0","interacts with","KRAS (interacts with) NTRK3","0.0","9606.ENSP00000256078","9606.ENSP00000354207","0.0","false","interacts with","KRAS (interacts with) NTRK3"
"0.846","0.074","0.862","0.0","0.11","0.0","0.0","interacts with","KRAS (interacts with) ROS1","0.0","9606.ENSP00000256078","9606.ENSP00000357494","0.0","false","interacts with","KRAS (interacts with) ROS1"
"0.865","0.059","0.872","0.0","0.075","0.0","0.0","interacts with","KRAS (interacts with) MYC","0.0","9606.ENSP00000256078","9606.ENSP00000478887","0.0","false","interacts with","KRAS (interacts with) MYC"
"0.071","0.0","0.903","0.9","0.0","0.0","0.0","interacts with","KRAS (interacts with) NOS1","0.0","9606.ENSP00000256078","9606.ENSP00000477999","0.0","false","interacts with","KRAS (interacts with) NOS1"
"0.93","0.078","0.936","0.0","0.099","0.0","0.0","interacts with","KRAS (interacts with) PTEN","0.0","9606.ENSP00000256078","9606.ENSP00000361021","0.0","false","interacts with","KRAS (interacts with) PTEN"
"0.703","0.074","0.979","0.9","0.337","0.0","0.0","interacts with","KRAS (interacts with) MET","0.0","9606.ENSP00000256078","9606.ENSP00000317272","0.0","false","interacts with","KRAS (interacts with) MET"
"0.88","0.0","0.987","0.9","0.07","0.0","0.0","interacts with","KRAS (interacts with) RASSF1","0.0","9606.ENSP00000256078","9606.ENSP00000349547","0.0","false","interacts with","KRAS (interacts with) RASSF1"
"0.505","0.075","0.701","0.4","0.0","0.0","0.0","interacts with","LAMA3 (interacts with) MMP7","0.0","9606.ENSP00000324532","9606.ENSP00000260227","0.0","false","interacts with","LAMA3 (interacts with) MMP7"
"0.995","0.049","0.995","0.0","0.087","0.0","0.0","interacts with","LDB2 (interacts with) TAL1","0.0","9606.ENSP00000306772","9606.ENSP00000294339","0.0","false","interacts with","LDB2 (interacts with) TAL1"
"0.996","0.056","0.999","0.9","0.977","0.0","0.0","interacts with","LGR4 (interacts with) RSPO1","0.0","9606.ENSP00000368516","9606.ENSP00000348944","0.0","false","interacts with","LGR4 (interacts with) RSPO1"
"0.444","0.65","0.797","0.0","0.0","0.0","0.0","interacts with","LILRB2 (interacts with) MNDA","0.0","9606.ENSP00000375629","9606.ENSP00000357123","0.0","false","interacts with","LILRB2 (interacts with) MNDA"
"0.166","0.0","0.913","0.9","0.0","0.0","0.0","interacts with","LPL (interacts with) PLPP2","0.0","9606.ENSP00000497642","9606.ENSP00000329697","0.0","false","interacts with","LPL (interacts with) PLPP2"
"0.724","0.0","0.74","0.0","0.1","0.0","0.0","interacts with","LRIG3 (interacts with) ROS1","0.0","9606.ENSP00000326759","9606.ENSP00000357494","0.0","false","interacts with","LRIG3 (interacts with) ROS1"
"0.822","0.0","0.872","0.0","0.313","0.0","0.0","interacts with","LRRK2 (interacts with) SH3GL3","0.0","9606.ENSP00000298910","9606.ENSP00000320092","0.0","false","interacts with","LRRK2 (interacts with) SH3GL3"
"0.772","0.0","0.887","0.0","0.524","0.0","0.0","interacts with","LRRK2 (interacts with) SH3GL2","0.0","9606.ENSP00000298910","9606.ENSP00000369981","0.0","false","interacts with","LRRK2 (interacts with) SH3GL2"
"0.145","0.082","0.975","0.0","0.97","0.0","0.0","interacts with","LRRK2 (interacts with) SFN","0.0","9606.ENSP00000298910","9606.ENSP00000340989","0.0","false","interacts with","LRRK2 (interacts with) SFN"
"0.973","0.071","0.986","0.0","0.512","0.0","0.0","interacts with","LRRK2 (interacts with) SNCA","0.0","9606.ENSP00000298910","9606.ENSP00000500990","0.0","false","interacts with","LRRK2 (interacts with) SNCA"
"0.636","0.259","0.724","0.0","0.058","0.0","0.0","interacts with","LYVE1 (interacts with) VWF","0.0","9606.ENSP00000256178","9606.ENSP00000261405","0.0","false","interacts with","LYVE1 (interacts with) VWF"
"0.8","0.145","0.822","0.0","0.0","0.0","0.0","interacts with","LYVE1 (interacts with) PECAM1","0.0","9606.ENSP00000256178","9606.ENSP00000457421","0.0","false","interacts with","LYVE1 (interacts with) PECAM1"
"0.0","0.048","0.789","0.7","0.322","0.0","0.0","interacts with","MARCO (interacts with) SCGB3A2","0.0","9606.ENSP00000318916","9606.ENSP00000296694","0.0","false","interacts with","MARCO (interacts with) SCGB3A2"
"0.825","0.0","0.825","0.0","0.0","0.0","0.0","interacts with","MDK (interacts with) PTPRB","0.0","9606.ENSP00000385451","9606.ENSP00000334928","0.0","false","interacts with","MDK (interacts with) PTPRB"
"0.398","0.511","0.706","0.0","0.079","0.0","0.0","interacts with","MELK (interacts with) UBE2T","0.0","9606.ENSP00000298048","9606.ENSP00000494957","0.0","false","interacts with","MELK (interacts with) UBE2T"
"0.404","0.577","0.737","0.0","0.0","0.0","0.0","interacts with","MELK (interacts with) TYMS","0.0","9606.ENSP00000298048","9606.ENSP00000315644","0.0","false","interacts with","MELK (interacts with) TYMS"
"0.587","0.519","0.792","0.0","0.0","0.0","0.0","interacts with","MELK (interacts with) TK1","0.0","9606.ENSP00000298048","9606.ENSP00000468425","0.0","false","interacts with","MELK (interacts with) TK1"
"0.522","0.64","0.822","0.0","0.051","0.0","0.619","interacts with","MELK (interacts with) NEK2","0.0","9606.ENSP00000298048","9606.ENSP00000355966","0.0","false","interacts with","MELK (interacts with) NEK2"
"0.465","0.769","0.871","0.0","0.0","0.0","0.0","interacts with","MELK (interacts with) PCLAF","0.0","9606.ENSP00000298048","9606.ENSP00000300035","0.0","false","interacts with","MELK (interacts with) PCLAF"
"0.584","0.777","0.903","0.0","0.0","0.0","0.0","interacts with","MELK (interacts with) ZWINT","0.0","9606.ENSP00000298048","9606.ENSP00000363055","0.0","false","interacts with","MELK (interacts with) ZWINT"
"0.58","0.841","0.93","0.0","0.0","0.0","0.0","interacts with","MELK (interacts with) NUSAP1","0.0","9606.ENSP00000298048","9606.ENSP00000499238","0.0","false","interacts with","MELK (interacts with) NUSAP1"
"0.254","0.911","0.931","0.0","0.0","0.0","0.574","interacts with","MELK (interacts with) TTK","0.0","9606.ENSP00000298048","9606.ENSP00000358813","0.0","false","interacts with","MELK (interacts with) TTK"
"0.656","0.811","0.933","0.0","0.06","0.0","0.0","interacts with","MELK (interacts with) RRM2","0.0","9606.ENSP00000298048","9606.ENSP00000353770","0.0","false","interacts with","MELK (interacts with) RRM2"
"0.719","0.816","0.948","0.0","0.079","0.0","0.0","interacts with","MELK (interacts with) UBE2C","0.0","9606.ENSP00000298048","9606.ENSP00000348838","0.0","false","interacts with","MELK (interacts with) UBE2C"
"0.74","0.835","0.955","0.0","0.0","0.0","0.0","interacts with","MELK (interacts with) TOP2A","0.0","9606.ENSP00000298048","9606.ENSP00000411532","0.0","false","interacts with","MELK (interacts with) TOP2A"
"0.739","0.84","0.958","0.0","0.07","0.0","0.0","interacts with","MELK (interacts with) TPX2","0.0","9606.ENSP00000298048","9606.ENSP00000300403","0.0","false","interacts with","MELK (interacts with) TPX2"
"0.744","0.049","0.746","0.0","0.0","0.0","0.0","interacts with","MET (interacts with) MMP9","0.0","9606.ENSP00000317272","9606.ENSP00000361405","0.0","false","interacts with","MET (interacts with) MMP9"
"0.665","0.068","0.755","0.0","0.277","0.0","0.0","interacts with","MET (interacts with) PTEN","0.0","9606.ENSP00000317272","9606.ENSP00000361021","0.0","false","interacts with","MET (interacts with) PTEN"
"0.568","0.043","0.782","0.5","0.07","0.0","0.0","interacts with","MET (interacts with) SH3GL3","0.0","9606.ENSP00000317272","9606.ENSP00000320092","0.0","false","interacts with","MET (interacts with) SH3GL3"
"0.92","0.0","0.927","0.0","0.131","0.0","0.0","interacts with","MET (interacts with) S100A8","0.0","9606.ENSP00000317272","9606.ENSP00000357721","0.0","false","interacts with","MET (interacts with) S100A8"
"0.378","0.151","0.713","0.5","0.0","0.0","0.0","interacts with","MFAP4 (interacts with) MFAP5","0.0","9606.ENSP00000378957","9606.ENSP00000352455","0.0","false","interacts with","MFAP4 (interacts with) MFAP5"
"0.852","0.0","0.866","0.0","0.088","0.0","0.0","interacts with","MGMT (interacts with) MLH1","0.086","9606.ENSP00000302111","9606.ENSP00000231790","0.0","false","interacts with","MGMT (interacts with) MLH1"
"0.729","0.049","0.731","0.0","0.0","0.0","0.0","interacts with","MGMT (interacts with) XRCC1","0.0","9606.ENSP00000302111","9606.ENSP00000262887","0.0","false","interacts with","MGMT (interacts with) XRCC1"
"0.71","0.0","0.711","0.0","0.0","0.0","0.0","interacts with","MGMT (interacts with) PTEN","0.044","9606.ENSP00000302111","9606.ENSP00000361021","0.0","false","interacts with","MGMT (interacts with) PTEN"
"0.868","0.0","0.868","0.0","0.0","0.0","0.0","interacts with","MGMT (interacts with) RASSF1","0.0","9606.ENSP00000302111","9606.ENSP00000349547","0.0","false","interacts with","MGMT (interacts with) RASSF1"
"0.543","0.204","0.744","0.0","0.351","0.0","0.0","interacts with","MIF (interacts with) SOD1","0.0","9606.ENSP00000215754","9606.ENSP00000270142","0.0","false","interacts with","MIF (interacts with) SOD1"
"0.702","0.0","0.702","0.0","0.0","0.0","0.0","interacts with","MLH1 (interacts with) TGFBR2","0.0","9606.ENSP00000231790","9606.ENSP00000351905","0.0","false","interacts with","MLH1 (interacts with) TGFBR2"
"0.719","0.049","0.721","0.0","0.0","0.0","0.0","interacts with","MLH1 (interacts with) RASSF1","0.0","9606.ENSP00000231790","9606.ENSP00000349547","0.0","false","interacts with","MLH1 (interacts with) RASSF1"
"0.604","0.175","0.773","0.36","0.0","0.0","0.0","interacts with","MLH1 (interacts with) XRCC1","0.0","9606.ENSP00000231790","9606.ENSP00000262887","0.0","false","interacts with","MLH1 (interacts with) XRCC1"
"0.81","0.086","0.83","0.0","0.098","0.0","0.0","interacts with","MLH1 (interacts with) PTEN","0.0","9606.ENSP00000231790","9606.ENSP00000361021","0.0","false","interacts with","MLH1 (interacts with) PTEN"
"0.719","0.0","0.719","0.0","0.0","0.0","0.0","interacts with","MME (interacts with) PAX8","0.0","9606.ENSP00000418525","9606.ENSP00000263334","0.0","false","interacts with","MME (interacts with) PAX8"
"0.716","0.059","0.721","0.0","0.0","0.0","0.0","interacts with","MME (interacts with) TAC1","0.0","9606.ENSP00000418525","9606.ENSP00000321106","0.0","false","interacts with","MME (interacts with) TAC1"
"0.468","0.149","0.772","0.5","0.0","0.0","0.803","interacts with","MMP1 (interacts with) MMP11","0.0","9606.ENSP00000322788","9606.ENSP00000215743","0.113","false","interacts with","MMP1 (interacts with) MMP11"
"0.727","0.149","0.878","0.5","0.0","0.0","0.916","interacts with","MMP1 (interacts with) MMP7","0.0","9606.ENSP00000322788","9606.ENSP00000260227","0.079","false","interacts with","MMP1 (interacts with) MMP7"
"0.597","0.657","0.985","0.9","0.0","0.0","0.951","interacts with","MMP1 (interacts with) MMP3","0.0","9606.ENSP00000322788","9606.ENSP00000299855","0.064","false","interacts with","MMP1 (interacts with) MMP3"
"0.728","0.143","0.757","0.0","0.0","0.0","0.0","interacts with","MMP1 (interacts with) PTGS2","0.0","9606.ENSP00000322788","9606.ENSP00000356438","0.0","false","interacts with","MMP1 (interacts with) PTGS2"
"0.725","0.154","0.974","0.9","0.0","0.0","0.743","interacts with","MMP1 (interacts with) MMP9","0.0","9606.ENSP00000322788","9606.ENSP00000361405","0.0","false","interacts with","MMP1 (interacts with) MMP9"
"0.471","0.064","0.75","0.5","0.0","0.0","0.806","interacts with","MMP11 (interacts with) MMP7","0.0","9606.ENSP00000215743","9606.ENSP00000260227","0.112","false","interacts with","MMP11 (interacts with) MMP7"
"0.476","0.199","0.737","0.4","0.0","0.0","0.918","interacts with","MMP12 (interacts with) MMP7","0.0","9606.ENSP00000458585","9606.ENSP00000260227","0.08","false","interacts with","MMP12 (interacts with) MMP7"
"0.446","0.33","0.764","0.4","0.0","0.0","0.945","interacts with","MMP12 (interacts with) MMP3","0.0","9606.ENSP00000458585","9606.ENSP00000299855","0.068","false","interacts with","MMP12 (interacts with) MMP3"
"0.609","0.132","0.787","0.4","0.0","0.0","0.925","interacts with","MMP3 (interacts with) MMP7","0.0","9606.ENSP00000299855","9606.ENSP00000260227","0.077","false","interacts with","MMP3 (interacts with) MMP7"
"0.514","0.145","0.956","0.9","0.0","0.0","0.784","interacts with","MMP3 (interacts with) MMP9","0.0","9606.ENSP00000299855","9606.ENSP00000361405","0.075","false","interacts with","MMP3 (interacts with) MMP9"
"0.992","0.07","0.997","0.75","0.0","0.0","0.0","interacts with","MMP3 (interacts with) SPP1","0.0","9606.ENSP00000299855","9606.ENSP00000378517","0.0","false","interacts with","MMP3 (interacts with) SPP1"
"0.789","0.15","0.883","0.4","0.0","0.0","0.803","interacts with","MMP7 (interacts with) MMP9","0.0","9606.ENSP00000260227","9606.ENSP00000361405","0.0","false","interacts with","MMP7 (interacts with) MMP9"
"0.745","0.149","0.941","0.75","0.0","0.0","0.0","interacts with","MMP7 (interacts with) SPP1","0.0","9606.ENSP00000260227","9606.ENSP00000378517","0.0","false","interacts with","MMP7 (interacts with) SPP1"
"0.793","0.095","0.805","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) VWF","0.0","9606.ENSP00000361405","9606.ENSP00000261405","0.0","false","interacts with","MMP9 (interacts with) VWF"
"0.173","0.06","0.845","0.75","0.298","0.0","0.0","interacts with","MMP9 (interacts with) SCUBE3","0.0","9606.ENSP00000361405","9606.ENSP00000274938","0.0","false","interacts with","MMP9 (interacts with) SCUBE3"
"0.954","0.093","0.968","0.0","0.298","0.0","0.0","interacts with","MMP9 (interacts with) THBS2","0.0","9606.ENSP00000361405","9606.ENSP00000355751","0.0","false","interacts with","MMP9 (interacts with) THBS2"
"0.785","0.176","0.815","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) PTGS2","0.0","9606.ENSP00000361405","9606.ENSP00000356438","0.0","false","interacts with","MMP9 (interacts with) PTGS2"
"0.631","0.239","0.707","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) S100A12","0.0","9606.ENSP00000361405","9606.ENSP00000357726","0.0","false","interacts with","MMP9 (interacts with) S100A12"
"0.765","0.044","0.766","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) PTEN","0.0","9606.ENSP00000361405","9606.ENSP00000361021","0.0","false","interacts with","MMP9 (interacts with) PTEN"
"0.702","0.046","0.704","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) MYC","0.0","9606.ENSP00000361405","9606.ENSP00000478887","0.0","false","interacts with","MMP9 (interacts with) MYC"
"0.701","0.128","0.743","0.0","0.092","0.0","0.0","interacts with","MMP9 (interacts with) PECAM1","0.0","9606.ENSP00000361405","9606.ENSP00000457421","0.0","false","interacts with","MMP9 (interacts with) PECAM1"
"0.758","0.0","0.758","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) RECK","0.0","9606.ENSP00000361405","9606.ENSP00000367202","0.0","false","interacts with","MMP9 (interacts with) RECK"
"0.941","0.138","0.947","0.0","0.0","0.0","0.0","interacts with","MMP9 (interacts with) SPP1","0.0","9606.ENSP00000361405","9606.ENSP00000378517","0.0","false","interacts with","MMP9 (interacts with) SPP1"
"0.648","0.235","0.72","0.0","0.045","0.0","0.0","interacts with","MMRN1 (interacts with) VWF","0.0","9606.ENSP00000378431","9606.ENSP00000261405","0.0","false","interacts with","MMRN1 (interacts with) VWF"
"0.335","0.645","0.754","0.0","0.0","0.0","0.0","interacts with","MMRN2 (interacts with) USHBP1","0.0","9606.ENSP00000361097","9606.ENSP00000252597","0.0","false","interacts with","MMRN2 (interacts with) USHBP1"
