biomarkerid	biomarkername	synonym	gene_id	biomarker_type	molecular_type	use_development	use_refid	confidence	with_condition	identity_method	source	development_stage	disease_subtype	population	sample_size	refid	displayorder	title	url
LCBD-0321	TCF21		6943	Diagnostic	DNA				Methylation	PCR			Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0321	TCF21		6943	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0345	CDKN2A		1029	Diagnostic	DNA				Methylation	Methylation array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0347	RASSF1A		11186	Diagnostic	DNA				Methylation	qPCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0349	SCF-sR			Diagnostic	Aptamer				SCF-sR expression levels	Aptamers		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0357	CSTA		1475	Diagnostic	MALDI signature				Aberrant expression	MALDI/MS		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0384	p16		1029	Diagnostic	DNA				Methylation	PCR		Research	Squamous Cell Carcinoma (SCC)			56	4	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0428	MGMT		4255	Diagnostic	DNA				Methylation	qPCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0428	MGMT		4255	Diagnostic	DNA				Methylation	PCR		Research	Squamous Cell Carcinoma (SCC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0442	14-3-3 Theta		10971	Diagnostic	Autoantibody				14-3-3 theta expression levels	Protein array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0450	LRIG3		121227	Diagnostic	Aptamer				LRIG3 expression levels	Aptamers		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0472	PITX2		5308	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0494	NY-ESO-1		246100	Diagnostic	Autoantibody				NY-ESO-1 expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	4	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0503	RGM-C			Diagnostic	Aptamer				RGM-C expression levels	Aptamers		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0569	OPCML		4978	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0575	ubiquitin			Diagnostic	MALDI signature				Aberrant expression	MALDI/MS		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	4	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0575	ubiquilin			Diagnostic	Autoantibody				ubiquitin expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0577	CAGE		168400	Diagnostic	Autoantibody				CAGE expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0580	IMPDH			Diagnostic	Autoantibody				IMPDH expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0580	IMPDH			Diagnostic	Autoantibody				IMPDH expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0583	XRCC1		7515	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0594	c-myc		4609	Diagnostic	DNA					FISH + cytology		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	7	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0594	c-myc		4609	Diagnostic	Autoantibody				cmyc expression levels	ELISA		Research	Lung Cancer			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0602	DCC		1630	Diagnostic	DNA				Methylation	qPCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0611	LAMR1		3921	Diagnostic	Autoantibody				LAMR1 expression levels	Protein array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0645	ANXA2		302	Diagnostic	Autoantibody				ANXA2 expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0647	MIF		4282	Diagnostic	MALDI signature				Aberrant expression	MALDI/MS		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0666	ERCC4		2072	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0670	SOD1		6647	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0744	AIM		969	Diagnostic	DNA				Methylation	qPCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0755	APC		324	Diagnostic	DNA				Methylation	qPCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0775	HYAL2		8692	Diagnostic	DNA					FISH		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0847	ERCC5		2073	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0881	Annexin 1	ANXA1	301	Diagnostic	Autoantibody				Annexin 1 expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0881	Annexin I	ANXA1	301	Diagnostic	Autoantibody				Annexin I expression levels	Protein array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	4	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0904	PRKCI		5584	Diagnostic	Aptamer				PRKCI expression levels	Aptamers		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0915	GDNF		2668	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0933	BVES		11149	Diagnostic	DNA				Methylation	Methylation array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0939	PTPRN2		5799	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0961	ACBP		1622	Diagnostic	MALDI signature				Aberrant expression	MALDI/MS		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0962	CAT		847	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0986	pleiotrophin		5764	Diagnostic	Aptamer				pleiotrophin expression levels	Aptamers		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0990	CDH1		999	Diagnostic	DNA				Methylation	qPCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0990	CDH1		999	Diagnostic	DNA				Methylation	Methylation array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1008	CEP3		10602	Diagnostic	DNA					FISH		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1023	S-Adenosylmethionine		100287544	Diagnostic	DNA				Methylation	HPLC		Research	Lung Cancer			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1054	PLUNC		5328	Diagnostic	mRNA				Aberrant expression	qRT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1075	ALDH3A1		218	Diagnostic	mRNA				Aberrant expression	qRT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1081	GPX1		2876	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1081	GPX1		2876	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1086	SFTPC		6440	Diagnostic	DNA					FISH		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1090	GSTP1		2950	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1099	HER2		2064	Diagnostic	Autoantibody				HER2 expression levels	ELISA		Research	Lung Cancer			56	6	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1108	CEP6			Diagnostic	DNA					FISH + cytology		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1143	PAX8		7849	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1227	AKR1B10 - Aldo-keto reductase family 1 member B6	AKR1B10	57016	Diagnostic	mRNA				Aberrant expression	qRT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1243	RASSF1		5923	Diagnostic	DNA				Methylation	Methylation array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1270	SOX2		6657	Diagnostic	Autoantibody				SOX2 expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1277	KCNH5		27133	Diagnostic	DNA				Methylation	Methylation array		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1290	TNFRSF25		8718	Diagnostic	DNA				Methylation	Methylation array		Research	Squamous Cell Carcinoma (SCC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1336	TMLS4			Diagnostic	MALDI signature				Aberrant expression	MALDI/MS		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1404	PGAM1		5223	Diagnostic	Autoantibody				PGAM1 expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1413	HSP70-9B			Diagnostic	Autoantibody				HSP70-9B expression levels	ELISA		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	1	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1416	GSTM3		2947	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-1452	GSTT1		2952	Diagnostic	mRNA				Aberrant expression	RT-PCR		Research	Non–Small-Cell Lung Cancer (NSCLC)			56	2	The state of molecular biomarkers for the early detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/22689914
LCBD-0191	Tissue polypeptide antigen (TPA)	TPA	5327	Prognostic	circulating complex of polypeptide fragments				Upregulation				Lung Cancer			58	3	"Serum-based protein biomarkers for detection 
of lung cancer"	http://dx.doi.org/10.2478/s11535-013-0271-0
LCBD-0020	p53		7157	Unspecified	DNA				Aberrant expression; Over-expression				Lung Cancer			60	14	Biomarkers and Biosensors for the Early Diagnosis of Lung Cancer	http://dx.doi.org/10.1016/j.snb.2013.07.078
LCBD-0384	p16		1029	Unspecified	DNA				Exhibited methylation; Loss of Heterozygosity (LOH)				Non–Small-Cell Lung Cancer (NSCLC)			60	5	Biomarkers and Biosensors for the Early Diagnosis of Lung Cancer	http://dx.doi.org/10.1016/j.snb.2013.07.078
LCBD-0525	Ras genes (Ras genes that are K-ras, H-ras and N-ras code 21 kD proteins)	RAS		Unspecified	DNA				Mutation				"Adenocarcinoma (AC) "			60	2	Biomarkers and Biosensors for the Early Diagnosis of Lung Cancer	http://dx.doi.org/10.1016/j.snb.2013.07.078
LCBD-0807	"Mono-Antennary Glycans "	"Mono-Antennary Glycans "		Unspecified	Glycan				Increased				Lung Cancer		100	63	1	Novel glycan biomarkers for the detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/21214223
LCBD-0942	Tri-Sialylated Glycans			Unspecified	Glycan				Increased	WAX-HPLC			Lung Cancer		100	63	1	Novel glycan biomarkers for the detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/21214223
LCBD-1195	N-Glycan		55768	Unspecified	Glycan				Glycosylation				Lung Cancer		100	63	1	Novel glycan biomarkers for the detection of lung cancer	https://pubmed.ncbi.nlm.nih.gov/21214223
LCBD-1255	Repair of the oxidative DNA damage 8-oxoguanine			Predictive	DNA				Variations in DNA repair			Research	Lung Cancer			90	1	Repair of the oxidative DNA damage 8-oxoguanine as a biomarker for lung cancer risk	https://pubmed.ncbi.nlm.nih.gov/17192041
LCBD-1461	E2F3 mRNA		1871	Diagnostic	mRNA				Higher levels	RT-PCR		Research	Lung Cancer			91	1	E2F3 transcription factor: A promising biomarker in lung cancer	https://pubmed.ncbi.nlm.nih.gov/28269748
LCBD-0020	p53		7157	Unspecified	DNA				Mutation			Research	Lung Cancer			94	15	Proteomic approaches in lung cancer biomarker development	https://pubmed.ncbi.nlm.nih.gov/19210125
LCBD-0285	Rb			Unspecified	DNA				Mutation			Research	Lung Cancer			94	1	Proteomic approaches in lung cancer biomarker development	https://pubmed.ncbi.nlm.nih.gov/19210125
LCBD-0320	MYC		4609	Unspecified	DNA				Mutation			Research	Lung Cancer			94	2	Proteomic approaches in lung cancer biomarker development	https://pubmed.ncbi.nlm.nih.gov/19210125
LCBD-0012	miR-205		406988	Diagnostic	RNA				Upregulated				Non–Small-Cell Lung Cancer (NSCLC)		1126	107	5	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0187	miR-126-3p		406913	Diagnostic	RNA				Downregulated				Lung Cancer			107	19	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0187	miR-126-5p		406913	Diagnostic	RNA				Downregulated				Lung Cancer			107	23	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0270	miR-25		407014	Diagnostic	RNA				Dysregulated	quantitative reverse transcription PCR (qRT-PCR)			Lung Cancer			107	3	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0274	miR-301		407027	Diagnostic	RNA								Lung Cancer		105	107	1	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0304	" miR-17-92 cluster of miRNAs (miR-17-3p/5p, miR-18a, miR-19a/b1, miR-20a, miR-92a)"			Unspecified	RNA				Excessively expressed				Small-Cell Lung Cancer (SCLC)			107	1	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0319	miR-210		406992	Diagnostic	RNA				Upregulated				Lung Cancer		1126	107	5	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0323	miR-19b			Diagnostic	RNA				Dysregulated	quantitative reverse transcription PCR (qRT-PCR)			Lung Cancer			107	2	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0360	miR-451a		574411	Diagnostic	RNA				Downregulated				Lung Cancer			107	1	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0365	miR-19b			Unspecified	RNA			Potential					Lung Cancer			107	2	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0368	miR-21		406991	Diagnostic	RNA				Dysregulated	quantitative reverse transcription PCR (qRT-PCR)			Lung Cancer			107	11	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0368	miR-21		406991	Diagnostic and Prognostic	RNA				upregulated; excessive expression				Lung Cancer			107	9	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0368	miR-21		406991	Diagnostic	RNA				Upregulated				Lung Cancer		1126	107	10	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0448	miR-30a		407029	Diagnostic	RNA				Downregulated				Lung Cancer			107	3	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0485	miR-34		407040	Diagnostic and Prognostic	RNA				Downregulation				Lung Cancer			107	1	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0548	miR-486-5p		619554	Diagnostic	RNA				Downregulated				Lung Cancer			107	19	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0751	miR-200b		406984	Diagnostic	RNA				Upregulated				Lung Cancer		1126	107	5	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0751	miR-200b		406984	Diagnostic	RNA								Lung Cancer		105	107	6	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0778	miR-31		407035	Diagnostic	RNA				Upregulated				Lung Cancer		1126	107	2	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0802	miR-92a-2		407049	Diagnostic	RNA								Small-Cell Lung Cancer (SCLC)			107	2	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0968	miR-183		406959	Diagnostic	RNA				Dysregulated	quantitative reverse transcription PCR (qRT-PCR)			Lung Cancer			107	4	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0968	miR-183		406959	Diagnostic	RNA				Upregulated				Lung Cancer		1126	107	3	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0968	miR-183		406959	Unspecified	RNA			Potential					Lung Cancer			107	8	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-1168	miR-193b		574455	Diagnostic	RNA								Lung Cancer		105	107	1	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-1339	miR-182		406958	Diagnostic	RNA				Upregulated				Lung Cancer		1126	107	3	Role of miRNA in Lung Cancer-Potential Biomarkers and Therapies	https://pubmed.ncbi.nlm.nih.gov/28714414
LCBD-0995	miR-574-5p		693159	Diagnostic	RNA				Highly increased expression level	Quantitative polymerase chain reaction (qPCR)			Lung Cancer		22 individuals (11 controls and 11 patients with early-stage NSCLC)	115	2	miR-1254 and miR-574-5p: serum-based microRNA biomarkers for early-stage non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21258252
LCBD-1370	miR-1254			Diagnostic	RNA				Highly increased expression level	Quantitative polymerase chain reaction (qPCR)			Lung Cancer		22 individuals (11 controls and 11 patients with early-stage NSCLC)	115	2	miR-1254 and miR-574-5p: serum-based microRNA biomarkers for early-stage non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21258252
LCBD-0995	miR-574-5p		693159	Diagnostic	RNA				Highly increased expression level	Quantitative polymerase chain reaction (qPCR)			Lung Cancer		22 individuals (11 controls and 11 patients with early-stage NSCLC)	115	2	miR-1254 and miR-574-5p: serum-based microRNA biomarkers for early-stage non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21258252
LCBD-1370	miR-1254			Diagnostic	RNA				Highly increased expression level	Quantitative polymerase chain reaction (qPCR)			Lung Cancer		22 individuals (11 controls and 11 patients with early-stage NSCLC)	115	2	miR-1254 and miR-574-5p: serum-based microRNA biomarkers for early-stage non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21258252
LCBD-0625	Carcinoembryonic antigen (CEA)	CEA	634	Prognostic	Glycoprotein			Potential	CEA serum level			Approved	Non–Small-Cell Lung Cancer (NSCLC)			121	16	Carcinoembryonic antigen (CEA) as tumor marker in lung cancer	https://pubmed.ncbi.nlm.nih.gov/22153832
LCBD-0270	miR-25		407014	Unspecified	RNA			Potential	Overexpression	quantitative reverse transcription (rT)­PCr			Non–Small-Cell Lung Cancer (NSCLC)			122	4	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-0347	RASSF1A		11186	"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	7	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-0428	MGMT		4255	"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	7	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-0738	miR-223		407008	Unspecified	RNA			Potential	Overexpression	quantitative reverse transcription (rT)­PCr			Non–Small-Cell Lung Cancer (NSCLC)			122	2	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-0755	APC		324	"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	4	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-0758	p16INK4A		1029	"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	3	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-0842	RARβ		5915	"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	1	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-1090	GSTP1		2950	"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	5	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
LCBD-1298	DAPK11			"Detective "	DNA			Potential	Hypermethylation			Research	Lung Cancer			122	1	Emerging molecular biomarkers--blood-based strategies to detect and monitor cancer	https://pubmed.ncbi.nlm.nih.gov/21364687
